"state","account.length","international.plan","voice.mail.plan","number.vmail.messages","total.day.calls","total.day.charge","total.eve.calls","total.eve.charge","total.night.calls","total.night.charge","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn"
"14",123.31922532871,"1","1",-10.8525980243254,96.2584802546162,55.7114833667638,110.611255768934,14.8833882764831,98.0868389099499,8.26799698323325,5.23856980359399,4.97132004209226,2.36173636305549,"2"
"36",100.852696825393,"1","1",1.80556159065046,67.3645256773006,49.5101851974759,81.143560105528,13.6481715318494,118.74297262726,7.95160765062928,1.08427123602911,2.22059866765376,-0.827936419227094,"2"
"9",49.2646006948605,"2","1",1.22001647928601,110.796586526526,28.3115758446347,105.061899838824,24.3783323765701,92.2914004186833,7.27788961162877,2.08836557037102,3.64311709431034,-0.198591135768309,"2"
"3",40.4363447769284,"1","1",1.16499440912707,75.1576849657099,50.9625066824256,88.0052212519845,17.5031396817288,154.569060701257,10.2949112137117,2.76158410519702,2.75985881198521,2.65238728659615,"2"
"36",196.225190998723,"1","1",3.94411057148406,112.62921077627,34.1896545731974,129.7963968166,13.4347208015099,72.8355405882113,12.2213721505233,5.49303661349559,1.8910978318643,0.673510514522242,"2"
"22",48.8671599461378,"2","2",32.6854360052941,80.3954397338509,40.4524553488061,143.321472309684,18.2544372387326,124.009604299364,10.1969564962558,4.10595141450983,3.42440891246575,0.339701837438422,"2"
"7",135.110910128402,"1","1",-2.23467137392411,101.499047168593,62.3330057265003,82.2644270453331,22.8739542162563,85.5508902994215,4.43074208590474,1.80020811801921,3.06603737433186,0.475798067247012,"2"
"32",68.6447469755448,"1","1",4.19342963705095,112.043866256039,43.0985766038803,135.969754998069,6.69559206765851,120.481137388306,9.05126300157602,0.0928324772549174,2.41360307308921,8.31396382880831,"2"
"35",78.1714656858727,"1","1",-1.90245950939375,134.438399617404,36.2848730686928,121.596377334717,13.9189029753658,70.0286924989435,9.66843650277403,4.0346966117869,2.85232968151143,2.33787421213451,"2"
"42",25.7953484990168,"2","1",-5.18348626855963,133.547495698805,38.9125388401355,84.1861733407862,13.4764572095102,53.0087996961091,8.88466592928108,3.74030772462575,2.77716516068118,-1.11024816599697,"2"
"24",118.517276682145,"1","1",-4.53725796388261,58.8705098319883,60.1586075313156,86.3259760505328,10.8660446672042,61.0006968283401,3.80620498388565,6.43997705498024,3.57759200784245,0.74254053016265,"2"
"48",64.6592888824034,"1","1",6.73139244886454,94.4392354432404,48.6408260389364,122.483224730369,19.1398587192155,118.2519713347,9.70824587777881,2.40985353153561,1.49047255586875,3.36374298178219,"2"
"18",66.6892107162644,"1","1",7.86477649352837,101.421245139268,44.0006424745582,120.456016596586,24.0951501558666,89.1705261472801,3.26159349759914,0.906675185511056,1.93943458900296,1.40107028014559,"2"
"47",66.0228404378998,"1","1",5.10509203451983,77.0237501555902,18.4150624913087,126.499861614349,23.5309573222743,71.4281046844749,11.7645447267989,7.1338572352763,3.06531742474575,6.37512212667639,"2"
"43",150.568458347877,"2","1",-7.57653416308811,79.3305979463229,29.4357340214461,114.045142569727,15.5490961008659,102.128596122253,8.00991893378726,-0.496740774962225,4.67277693777038,0.556076578699547,"2"
"47",30.0351987519347,"1","1",5.75820492474123,90.4346104513909,44.0680370975518,103.947140924989,20.2296974233285,113.599533014828,11.2330720485697,7.76051938878012,3.02290265337712,1.6218550967172,"2"
"38",80.4893923858526,"1","1",3.25985633663574,55.2931360398661,57.3576147316842,71.2509283097738,18.5122746949643,79.7185278170549,11.5754780961498,3.84039548764567,4.09691281770604,-1.13159392102271,"2"
"20",16.141191991516,"1","2",39.8026384904402,42.8320089354002,44.995117728369,71.5301881041423,6.94694421752149,115.202749096746,5.84976582993354,7.44377488915107,1.7737454038225,1.47945324533555,"2"
"37",78.5580555219896,"1","1",3.84782593547315,110.036813875411,54.6798681664089,124.991248658075,23.9893019733289,78.8027740513519,14.652551800528,4.30666197880176,1.74531799369052,1.20175952798721,"2"
"20",82.2724299195482,"2","1",6.57958067878877,103.664451786002,28.3861215399077,89.2598568795817,13.8245988667419,165.205151156739,8.41479823389442,0.558667246905393,2.64571207319533,-0.239700161964002,"2"
"17",145.992287359235,"1","1",-0.991743667448998,129.872595501049,16.4030400202524,114.104451925675,13.0488146686255,86.8215434297852,5.44424217873583,5.29301314748579,2.57592151910807,2.50989702749479,"2"
"23",205.142584557681,"1","1",-5.32176934142271,97.9540703134208,28.8729048148778,113.649762237744,23.8318178750946,111.927615326906,11.3619822109024,1.12478599477541,2.13141892013629,1.6645955553047,"2"
"37",76.4488216725561,"1","1",-4.93329890669877,69.798976010225,66.5929179945853,131.455751847574,15.2831700360703,102.967226720578,10.6328551477272,6.48952234416245,3.10504180241693,-0.477629522671621,"2"
"5",129.878209263183,"1","1",2.23563304546838,95.8662588609189,20.2051139222885,155.968463713938,11.973875477535,66.7896850726504,7.16803904781535,5.42644067382189,4.25036881472824,5.12122984530505,"2"
"23",197.262655726137,"2","1",5.15934192924699,143.470273137408,39.7398635536701,71.2185859335828,16.7823781363779,99.3350062831469,11.8149811620985,0.512882894367946,2.83463757713873,1.5029259642499,"2"
"32",105.095333686709,"1","1",5.16453493732902,124.038689480654,38.2001701207651,58.9663847340516,7.85690934840083,82.9340117404325,10.8639680255936,3.88201730823293,3.19905354162366,4.21299963060416,"2"
"15",83.5149973456147,"2","1",13.4265789524865,118.870273013378,28.3845464409422,103.842002340353,14.4818444280946,80.6078813370259,9.89190658503243,4.00050442762728,3.19421171411604,2.80501494813797,"2"
"26",50.5096090928575,"1","1",-10.56724508718,147.487200098382,51.851630436359,87.1193286719034,17.3277973467911,94.3246049361925,8.17613084178388,4.00783540906754,2.99119196353207,-1.84257849680558,"2"
"38",63.6141931868439,"1","1",-6.55965124509273,98.7892391202122,35.5263188503256,114.669090933741,23.6755785352257,51.621753366933,5.03122389894592,1.93501066668223,2.01324000373766,0.827005875585772,"2"
"11",28.6675478374614,"1","1",4.5544770172934,92.5102588175676,51.5668199956214,98.1610405725777,22.1719808007006,91.4818040028861,6.79903412338439,2.20229772669418,2.7600120300015,2.54500218037839,"2"
"41",125.687019554604,"1","1",-6.00965859292675,75.9295611747575,63.806588035659,102.973378072746,20.1136746521083,138.164375815446,9.97750681921971,3.93985013460649,2.20018760822707,1.30411374084157,"2"
"42",149.0469457701,"1","2",47.026081846413,91.6476769350943,34.0992108446731,79.015277691609,9.16153194938497,110.865344131364,11.3509987407344,1.14605881681525,1.78886660700011,-1.0764543659221,"2"
"16",43.8981693735669,"1","1",-10.2975754865928,169.614299814104,32.7596125349299,102.391636264839,30.7890616837184,106.168721351502,11.167194716868,0.73993157734788,2.43743756655183,0.746321344704861,"2"
"37",56.6667586980042,"2","1",4.87291720112189,129.847922309582,11.5123753045805,78.3985742696276,16.2645462696873,105.856513074654,9.15617847518631,0.925751357477788,3.45956319174086,1.95140517603093,"2"
"42",97.3675417818435,"1","1",-1.94884144441334,139.742923030979,32.5036534556911,114.867184399655,11.2232738024029,78.1758175020541,8.58436873485858,14.5563614338239,2.07411650828769,1.96025882173019,"2"
"22",74.0899017994299,"1","1",-12.5524202072402,109.159771844806,57.657000488185,118.381552930164,16.3504577898437,140.77576125896,7.41077973458659,7.82555564616168,1.64487351268594,-0.373866853175937,"2"
"16",98.2579633949536,"1","1",-4.97894018729373,134.70697449436,20.367546948266,97.2856881361798,21.8631299140077,45.5115014614333,8.39119451037469,1.71645262579648,4.14256187991283,4.72177928838057,"2"
"23",95.1706120292151,"1","1",12.7434601572945,165.175885323636,25.533286900026,130.193785172616,13.9492163706695,68.1883000952894,12.3594524979621,7.47880324209028,2.97263229219828,5.45037446368112,"2"
"25",117.894672046851,"1","1",-7.10827516748531,98.6102009021011,28.8462351176171,82.1608860069418,10.4413423877826,99.3343869029439,11.4993644235582,4.12611001319515,1.87334666743936,4.30094772655494,"2"
"26",-4.91466939577739,"1","1",-2.47694597784027,119.644313748134,51.5877564348275,70.7377278984993,20.6196440410245,81.5144944630901,10.2769176826279,2.21004516414559,3.17400796181846,0.859548145504178,"2"
"41",105.647448392477,"1","1",-0.18618745717042,88.8351515020436,13.9928751197504,77.4761203574246,12.5097910499208,62.7737158255275,12.3464283390561,1.72378042847209,1.65473226126635,6.0293800415721,"2"
"42",56.0070298116048,"1","1",14.1503728982129,99.7106404110464,36.3204972585784,67.7793747216246,22.8276701333802,73.1998089917336,6.60521684652648,5.88473152417163,2.91340183887537,2.09492988658063,"2"
"13",65.6674920873329,"1","1",-8.64189952987083,160.078805762053,49.5205583181212,107.456157017523,13.3161510597506,75.6442827524287,16.333597461358,6.68496353940533,2.05224707345209,2.41645856821662,"2"
"28",48.5615832311027,"2","2",28.7797320155743,120.701537071765,10.4530685625812,90.2932752249816,19.2228023042264,93.4437948896312,7.60081400845867,3.10050409347487,2.99658431137959,-0.0616821940975662,"2"
"20",91.151898269093,"1","1",-4.82993865528252,123.770610292096,59.1433975123264,94.8816447719954,26.5933030752327,127.314370483884,11.4442591309656,4.90375770900518,3.58965456864236,4.0449741225453,"2"
"41",131.943738213573,"1","1",8.01509259912679,122.028346487971,42.7750655959421,93.4751278010144,23.2912199459164,102.258939491072,10.7658306146817,4.94189465253891,2.53079382878599,1.23131941037787,"2"
"31",117.661895564159,"2","1",5.85175899204728,157.410893618123,27.1114290394634,63.3379437486509,22.2028630236493,127.875983482675,9.63449972589973,2.79510808201837,2.76367001370857,5.15285935962132,"2"
"2",38.740217464997,"1","1",4.20815226333193,132.833359843566,48.7527661405539,86.2971493816018,17.7785486901364,68.5521625034507,10.4062296086666,3.01326880423339,3.12021870611629,4.47350521672825,"2"
"49",148.991102579678,"1","1",10.1611564110321,111.505815242586,24.66846113934,99.6212001617414,25.880135066122,124.019050119893,8.09858760960638,2.21906346871818,3.11957338420202,0.0377457776100806,"2"
"22",14.1193664162671,"1","1",-0.534576555943925,99.0879112647988,27.3746234911649,114.929784415495,24.3691043775998,70.7576223760046,13.3995178138375,6.39820118547129,2.75029582651372,-0.319344912308584,"2"
"12",114.936920540153,"1","1",2.83818553145519,110.457870557104,52.5226512664485,75.4661930686679,17.0350158369347,103.908382945058,9.85254705091559,7.06366150231128,3.68468286435235,2.78532368817381,"2"
"9",47.4803212530096,"2","1",2.24315737738976,128.492951802229,19.1721055390262,80.6112697210164,17.4079439057494,98.4467626237251,11.702591156796,4.25944002628905,3.55037608994406,-1.22188509885212,"2"
"22",47.7839431855633,"1","1",15.4645872181076,123.46618227022,26.5895974492696,126.348148170578,23.7575210302471,88.7344508977175,13.0867319986901,3.57979934308656,2.13324059777099,0.461742292602915,"2"
"23",139.53490741169,"2","1",0.988225800449012,122.405538982457,22.553272871596,71.776435295134,7.37166684947942,108.333698230491,13.4697983762899,1.69919684041642,2.95831842097241,2.2442778467876,"2"
"50",16.6705680329101,"1","1",14.0241145042766,149.366141238656,33.9955984288422,85.1403738906654,23.8229848151255,58.2620230455738,11.2053033690333,4.00094744319394,2.95410375639819,2.36127969608905,"2"
"27",152.240801362124,"2","1",-1.96221294888487,84.2116020273968,47.7902284448597,119.291725050869,18.5607275014062,87.6149905969045,7.42638837346433,1.80637640532788,3.37579177362071,-0.69773592908603,"2"
"27",80.4255371996645,"1","1",-0.166041811968806,79.3971131103724,27.9073534487635,89.7861393616657,8.15977225891121,119.908800506748,11.4917366871096,6.11312993359967,2.87400197677527,4.68249030940826,"2"
"17",81.7869712375814,"2","1",8.18571272642055,70.4699485933359,37.1971073204243,78.2002834146772,16.4827789596653,84.1389385187331,11.0789593586796,5.38308816437562,4.06950779887795,-0.883641345551079,"2"
"26",92.679305778682,"1","2",38.1322063716827,116.16995246931,9.74147720504398,89.8085332310075,24.2985781935131,97.0117736344974,8.71392915255994,-0.674155087362563,2.26693972813448,6.10203330318447,"2"
"20",91.2736943664058,"1","1",-5.39258350344875,117.198267524535,30.1349525532001,129.275643957846,18.2726035838665,131.217178339116,7.00773627054456,0.853440884683745,4.2022718889985,0.0240464863519009,"2"
"22",137.91895681065,"2","2",20.0802420745027,73.5052843095845,65.3628570444838,83.3628476644768,16.084630110146,116.036253291301,12.1221640120585,7.42517384380772,3.91030005613699,3.65590641941891,"2"
"26",171.169415219401,"1","1",-1.39915094003089,115.54909824995,19.4146111549962,76.925556619527,10.4863611006085,46.7682697471416,5.18957558356634,4.1298074893278,2.2893225788881,5.51780955225461,"2"
"44",65.4945678989988,"1","1",19.592435060959,92.930733897025,48.5566754436011,41.5807143615359,13.4622657769975,158.773167379177,11.5859465524618,11.7272737776327,2.352170790174,-0.908246417122653,"2"
"17",114.586869696035,"2","1",-11.9969457031064,106.627605493511,51.0918791185446,99.2385473819111,22.6911661601124,90.7396505002515,11.7906736090836,4.48425298717464,2.97338252320614,1.5354979070634,"2"
"41",107.078991944963,"1","1",-13.8164151349976,84.6199860867058,31.6082534473354,102.426799304126,16.1153961136929,113.483604968627,11.9646470437213,5.6794948625659,3.83459121152096,5.62310365921415,"2"
"40",96.6437544789199,"2","1",-9.08001540570802,115.898393893769,41.6024762975015,74.8195870223888,11.1089322521688,138.223620031505,14.7467788535291,2.35261698063135,3.04550948932457,2.51844300388118,"2"
"42",125.512331892187,"2","2",35.6478745470509,75.3271491690872,38.9569974824637,73.4441975044774,12.1772139827351,102.451575685504,6.36034590144149,5.24331218360351,2.58061150223388,1.79607684717472,"2"
"10",141.491309151482,"2","1",-9.49653004469451,109.228077639024,6.06846322198809,94.3320183165074,21.9741669708359,82.5756208878277,11.7237920319691,3.5721613340122,2.81865807355372,-1.13494551681321,"2"
"8",64.9353361853834,"1","1",-3.38114498580699,119.279452521136,19.8448049138453,63.260086268615,19.3656278772342,104.12258691445,10.3625205780255,3.7897179709462,3.05820124319039,2.53352631205392,"2"
"35",114.800563190362,"1","1",4.72865809566037,119.414823717896,32.9746126217021,119.526603761681,15.1968921823958,88.1684331484006,8.24529421774797,5.9568228474846,1.94570395227436,4.8712936696957,"2"
"5",73.1334997809628,"1","1",-1.50328885543668,110.390236698817,44.9269530793894,110.540168527307,18.0880545077394,115.679538470489,5.51013843374735,3.37603424493861,2.75838950877976,0.283898466681639,"2"
"50",133.372850868964,"2","1",3.42703687212629,101.996485516222,52.647850791964,115.885346799644,17.5967241548691,126.915444505014,5.83672388810014,5.35696108976078,4.46756054427386,1.06106025460624,"2"
"3",109.229182744666,"2","1",-4.37211577361399,113.590957924869,23.8552735680166,101.368497682315,16.242875787761,117.830033940705,9.46042664876168,1.69028003563064,3.27133799134754,2.83708399005373,"2"
"6",72.303272860081,"1","2",51.6656032272574,111.47086568732,26.5954894712942,50.1733990712913,4.28111103425518,87.6626137549162,8.48562150598776,3.48788874467703,1.59991404013572,3.89019331625095,"2"
"28",118.153075571139,"1","1",1.46970225800063,110.849347432845,35.1937726368121,81.9248253577692,19.9564001100724,107.357297150609,12.2193155546716,2.83756098910494,1.79329049898186,4.81220656749478,"2"
"48",101.478595728057,"1","1",-0.330456242097517,72.1222053587743,33.0539083943031,108.525278302784,17.3140389733491,69.4124848856726,9.12379929619879,5.67396008073903,2.4879604522324,-0.0132078489095106,"2"
"11",84.0622455444755,"1","1",7.4166096368052,63.920697143955,43.2870099898522,69.9156775307251,15.8205888966915,108.013633762971,10.218686980905,-1.42587040446508,2.06297892658296,1.56345528594176,"2"
"7",127.207160906671,"2","1",-2.24202221705215,117.551519902689,32.5945396169903,71.4864305655922,14.4749202778391,99.7990117904734,7.76553122306493,3.24653160398588,1.88366284192749,0.91671684078561,"2"
"9",90.2722248083242,"1","1",6.28176611664695,137.402869511917,31.7577731349837,131.33890245419,15.2508875762221,55.6385386039333,7.8289747035686,8.30075464523473,2.71138012738636,4.22779022756899,"2"
"21",88.4689237394585,"1","1",8.87739946302906,50.8801033187703,46.3681487377959,71.4909975894315,16.5562499551117,108.62363369212,7.24906143293147,6.05449663509682,3.80375884147934,-0.202899483833762,"2"
"27",28.8940055765066,"1","1",7.76540936072317,91.6392622036068,54.3045247749932,70.8028180010631,20.8060002136892,121.104608802583,9.69032061332387,3.83199998761095,1.4523075070366,0.0539323992998253,"2"
"5",137.000553647353,"2","1",0.544778106353545,135.715631368765,38.2792394068287,98.7511975187047,11.4728305734825,127.159836954886,11.3779049270573,1.28356075307886,3.4602690689983,-0.214163380720103,"2"
"32",137.055439892639,"1","1",-8.80767679127068,101.891033939704,29.9058300844129,36.7676808571716,10.387058810557,88.5602433160542,8.92695759550065,3.02594664765811,2.76797646466145,4.10114978373701,"2"
"32",72.3895995768159,"1","1",-12.1284560913288,135.343944986254,48.043266447832,142.913110456564,27.5255075902048,147.224157402726,8.24508878162698,1.32808823459653,1.7845713120776,2.82338041175897,"2"
"20",8.43110551753103,"1","2",20.856062744697,70.4027465416721,32.362703953316,55.2191294526722,14.6391859294088,126.773972165128,5.7083243534787,1.79431716139605,2.6290811862492,-1.30498873084081,"2"
"10",142.143812857678,"1","2",14.4095410631815,98.3999520884652,33.1436633282721,137.049903308705,15.4274312269155,95.6958181071917,12.0152322379741,5.58816171724364,2.43956102846264,3.72412600566161,"2"
"5",30.1476347590344,"1","1",6.81762627489671,122.193387857516,53.3936635308502,87.3895861375569,22.0559029413202,95.0892028883463,10.1090099882863,3.27860723330264,1.98106828124427,2.05440488151081,"2"
"27",71.6191950629834,"1","1",6.65484722951573,87.7452857315344,20.8943123480876,100.174237190662,15.1645576493789,114.698769769265,11.8033643746291,1.52678132121614,2.48501075451959,4.43312040882982,"2"
"44",110.64394832652,"1","1",-0.198514206144949,63.2037075042346,31.1947425071053,101.228713006951,13.2190869485909,65.3557017790193,13.8686690183218,3.96102454878214,2.8450938027212,2.60907442322827,"2"
"14",104.615428310283,"1","2",34.028657849419,112.525801004061,52.3032905943932,106.396971771235,19.7704796562957,111.943304893678,5.61185862766334,6.78115520421965,1.94616526136785,0.601204243625373,"2"
"22",68.5978017790879,"1","1",-4.16547872007626,128.715146808176,19.5684033550094,74.419348755649,20.4497928953314,73.3702983223237,8.18544580407703,1.77254641181987,2.87959324198797,4.03453522554148,"2"
"24",61.802976336881,"2","1",-6.84457672732331,93.6890081844624,28.8843643515562,82.5688107377224,17.5821479222967,97.5444589116066,6.60114898160729,-2.02528904495866,3.31547517853258,0.986148412026916,"2"
"10",86.0801318065053,"1","1",-2.0956084004776,104.140080400825,53.3486864740947,100.057543014623,26.9335140430238,117.78253953426,12.8231040530643,2.56861502315562,1.57501239623167,1.30258108295563,"2"
"27",99.1324345223723,"1","1",9.05920909459585,69.5867870549105,23.6738882532948,136.494819161262,19.97697667823,107.960558045567,7.99371611400237,1.66822133839452,3.47270876005027,0.61630045019672,"2"
"37",151.855185993492,"1","1",2.58476234372032,123.928464288022,31.9317136220858,140.54571132462,12.2130436926235,56.623231146343,1.31221068260707,7.37198412675906,0.502725971732222,4.68335751957507,"2"
"41",15.3730413034169,"1","1",-3.69763639371694,130.549642360146,43.1755272494508,109.450927658188,24.5770680118374,112.924365293181,7.52607063477546,5.77707638085981,2.4867534132446,1.07608631469152,"2"
"48",37.8689237625474,"2","1",12.1539680722351,102.587417528926,39.7557861502737,83.5641083131198,15.7085797079398,133.728224755872,7.19410814359743,5.89644713050809,3.5496974136306,0.85585479882103,"2"
"24",170.605249950221,"1","1",-3.32633289319773,94.116912763627,24.0682218479593,88.0483029142947,16.7882323844008,125.285842741338,9.97693866746505,1.90790899190643,2.55670984441639,6.43700589026087,"2"
"35",78.4657225742486,"1","1",0.663931305188542,59.7015096001627,50.9583763174484,134.837746282544,14.9283653765812,124.770257349564,10.1077068440146,4.29248837926124,3.34990546023177,2.3896206336481,"2"
"27",90.3888696086511,"1","2",41.7430159934115,120.205262551908,32.9584926790375,86.5193902289734,14.5923579855464,73.851343141798,6.79676707919334,5.813454565906,3.31972218698237,5.23896395015165,"2"
"31",126.161842643813,"2","1",2.23522995691123,44.5097270663557,46.8014988570258,130.101907642976,24.8181748755987,87.7278639695082,3.38209258812401,3.05858266867694,3.62969193692853,-0.537829824562622,"2"
"48",187.525877335511,"1","1",2.48690224167643,81.8913037708578,48.5044126129726,114.07062623875,19.1665145021704,107.746464128743,5.91289174358245,6.09176001627355,2.4026863605001,2.15478447818599,"2"
"35",114.144189750942,"1","1",-8.01111304254355,117.42677910911,39.2478324260621,114.326170946993,10.5661551511459,107.472657520741,8.09888070048423,1.27366070037283,2.72265058998966,1.01278700176798,"2"
"46",96.4313404980026,"1","2",40.1372663330202,115.599963935186,34.2447028279202,98.3220847917581,16.3949867406167,85.8142337463504,9.54112867923168,3.56667669279802,2.32417761201047,1.41245963558425,"2"
"16",62.6224734736096,"1","1",-8.59186506949098,145.097461207494,44.7601369955324,126.963701077639,16.7960630152624,114.274508272287,14.0920412412286,3.63293163515565,2.4061486004403,2.79458020440013,"2"
"27",70.5502550932375,"1","1",1.77441842412805,73.583528442299,51.3924657828874,76.762971620058,18.9729599104896,125.760446245359,7.58573070727764,9.54631862219193,4.14359186935601,1.35857113779835,"2"
"8",12.7533610005465,"1","1",-7.77578696493232,76.2289352837341,33.62430563864,81.1131602651186,12.0174983941201,79.8994415057909,11.0959321229489,2.84926699111805,2.30342212315176,0.533201891389183,"2"
"32",133.639556570753,"1","1",-1.09892228002264,142.424734586723,51.3012028850466,85.9582890589991,20.4345276691059,106.93037344643,5.07910446589944,-1.39042728056099,3.00035994006346,2.42282013477031,"2"
"24",146.204342215032,"2","1",-1.98360473960246,93.8853240020487,36.8473902652109,99.1507765544221,14.3568938721779,89.9983601870713,7.92112790700796,0.568282340441382,3.9214752862783,-0.391681299826025,"2"
"38",29.3409081702309,"1","1",-0.0713838517908505,49.0877408335681,55.4310728840457,53.8482902531574,21.308405186705,87.5639966168996,9.4968532161124,4.26006884966647,4.24127950482198,1.89759590208657,"2"
"20",28.4665587751403,"1","1",6.35706689780606,107.420832988644,55.2749867823124,99.9262627614922,20.64717848108,117.604783042951,13.5017853091783,3.78017023864165,2.82917877627397,1.55919230767626,"2"
"23",199.883758327451,"2","1",1.64905700494551,124.729749894626,28.7090251360125,71.3328871392751,14.6696866672665,134.644026081318,11.2713758300212,0.874959632595821,2.52446932383592,0.559678228133387,"2"
"14",114.375221880549,"1","1",-3.71128851944333,115.5363921911,43.1917689949508,91.558757354373,16.9024502314441,107.719581667715,9.21278682596788,7.3123628446397,5.00046514397916,0.0342445364056879,"2"
"23",109.162441188413,"1","1",-5.16292916332749,117.939539136983,46.8865937906076,77.5456364207245,16.8302450710046,101.900073731979,10.3850559439606,2.69866661794483,3.08836690480702,-0.446175569047532,"2"
"17",108.650731271582,"2","1",-4.87138927697114,61.6006998141882,39.6099927252799,76.4112029850136,13.3188763711309,123.034467040578,11.5404613015309,2.76551570646265,3.62644124542366,-0.362213504940087,"2"
"32",112.832675874905,"1","1",3.38764042473751,124.177517388622,36.2616378514723,155.339605979641,25.1798972934477,130.869854480945,7.13596203916272,2.63480100037219,1.63063793940312,2.46117143674042,"2"
"16",173.170201254925,"1","1",-9.40236951388992,143.760614136446,27.9478952535167,136.445310072108,26.2759946237165,118.154136862886,9.576933229179,2.07768860210093,2.94252056174203,2.98909929806175,"2"
"26",82.8657981918467,"1","2",33.6957986528881,106.225423568484,8.59038523984806,95.3142757967568,22.8208883683636,91.2711089224654,7.92753494639629,5.87043040106455,2.8686554473798,7.32286742748716,"2"
"11",92.1065137291343,"1","1",4.42080803777249,72.4385067524582,43.3825618797025,62.958162644003,16.0581944455194,128.374880910228,9.11020818126159,0.413760075986787,3.03788316941982,-0.762128727062341,"2"
"21",113.110223155513,"1","1",4.5310031987358,57.3546749298835,54.0725470149017,85.7927814660192,14.2426842412832,89.0306363342076,6.35590552554113,5.11254397523171,3.86038582387242,1.69938910115676,"2"
"28",143.920743088116,"1","2",26.1496666482301,125.654474361404,36.3538391339556,145.998653193407,17.9524341917333,91.2403978013,6.79818382456201,5.16171293819927,2.32878918839926,1.24745696917419,"2"
"22",41.6462842202808,"2","1",6.58443328025075,84.1333598755662,23.6659914699075,108.136934500257,4.34379270083849,62.9198850245925,10.2991054019623,3.40036600351682,2.81333593999969,3.84831263837981,"2"
"24",52.5984582472473,"1","1",4.39342643731255,54.4022066054165,49.9679911065112,91.8677322637121,19.7543001464035,98.8818882913037,10.6602173022145,2.59071985699433,2.76709584862883,4.14259606279516,"2"
"12",99.4839670927676,"1","1",-6.61167287384987,130.305800884203,38.9754122703878,117.442589828185,25.8149385772154,111.352617672007,9.59177073934142,2.79562959730018,1.84033363569482,1.6319006395716,"2"
"47",42.8477749872939,"1","1",-4.63667581459146,89.5942265983517,52.147067451035,90.1246292687093,24.1468034299089,106.520678582722,9.92496838487726,5.32713046975361,3.18143672223638,2.78354932281401,"2"
"16",81.9373961513973,"1","1",-7.50333972439024,90.1340737242144,23.5855926887479,93.9186289990268,16.6536263338951,100.127725620567,9.7089141913029,5.21588439341783,2.93671651859141,4.80907810225533,"2"
"47",65.169030229975,"1","1",13.6879122621191,123.124174897628,47.5659389004434,130.68284558013,17.0730275993651,128.196197357708,13.3300486072464,3.77403525235909,3.0787427338759,4.66698407622305,"2"
"3",51.826470067742,"1","1",10.4506678680083,160.724432927703,24.9037159994636,142.628667994414,20.8849082692465,102.607525026922,14.4218122694169,1.92419961933364,2.56887056725329,3.68522547968514,"2"
"15",104.286670880517,"2","2",15.6404445909233,109.560044930309,28.2710590967721,141.759800285676,22.7446769342698,111.857812172837,6.95889694782542,3.64596317030124,3.22178470709624,-0.361763026242422,"2"
"20",150.914000190081,"2","1",8.91708833670537,90.003251719039,31.8772370266335,93.0862259945775,17.5922776649583,76.054428727123,2.09398877770122,2.92896819650704,3.03066284725778,3.27057276907453,"2"
"24",2.44787291627399,"1","1",6.91260509625599,72.6889782484565,51.8080562694358,75.1712694025721,22.4921507728577,104.076246084844,9.96865937354437,3.9836622168983,1.74797560668103,2.17612232217877,"2"
"3",105.969563071022,"1","1",2.41769859502052,114.593875406331,44.6270683485664,79.8670088984627,5.16796884673314,114.322501258028,6.90047074752859,3.53954896060148,0.966474915464711,6.97165515634883,"2"
"33",202.981392019061,"2","2",29.3519763370216,108.546166321859,32.2107171100663,57.6004869608156,14.9419603790312,121.302982725971,7.02677728489763,0.937529728100162,3.8850651853328,0.632399044633256,"2"
"21",112.115754650378,"2","1",11.023980938534,76.9906263528054,29.4336255953391,125.533800602077,19.9581493723592,126.995755110313,6.85517453087653,0.929328008581906,3.17638558535213,0.0509476294245624,"2"
"35",126.434283718974,"1","1",-5.57893969015921,137.144787993661,5.96278709610909,79.3675069732395,-0.236055624529046,80.2043214713497,9.28578275113436,9.01221845405326,2.45476277436619,2.73617876238111,"2"
"18",59.4389447564774,"1","2",47.3868995083286,78.3308358307926,21.3278532641295,117.761636598587,11.0251892154102,124.302914038653,8.46104185814229,2.95904282743418,1.63596925622008,4.77596100240472,"2"
"28",119.445165112062,"2","2",27.3163582595121,146.176417083276,42.1518975215613,109.136868856024,24.962220776288,121.613959738383,8.32187418799999,4.40160572671536,5.14619340401104,3.2627001793236,"2"
"20",61.7666450434806,"1","1",-7.42735395229098,119.492853365141,41.9063986325354,90.8984995176405,19.3497037631471,134.798835416524,12.0702947074034,6.02308907338309,3.43181977532668,0.624786882885362,"2"
"47",80.7065369948108,"2","2",51.0960367494126,99.1592240429984,28.2091079782951,75.909037509333,16.8067780330011,77.9445296437597,6.4110922869214,6.69313941226777,2.62713684476311,5.21734889796236,"2"
"24",52.4777728710935,"1","2",33.6967464564344,71.2128973192401,39.9593720844608,150.036971298995,14.374971355919,110.740891834771,12.7301319783236,1.10006119829117,3.74786509084269,1.21555956034594,"2"
"2",60.5534291519167,"1","1",-5.04846032932547,63.2601578722769,32.4344836451979,54.1463366249325,18.8835984770241,96.9746027740836,11.5600482277647,5.8935264335952,2.82107321941673,5.00671292351133,"2"
